year,city,country,avg_temp
1868,Datong,China,3.52
1869,Datong,China,3.86
1870,Datong,China,2.88
1871,Datong,China,3.30
1872,Datong,China,3.04
1873,Datong,China,3.78
1874,Datong,China,3.87
1875,Datong,China,3.71
1876,Datong,China,3.91
1877,Datong,China,3.08
1878,Datong,China,3.31
1879,Datong,China,3.30
1880,Datong,China,3.06
1881,Datong,China,3.16
1882,Datong,China,3.70
1883,Datong,China,3.12
1884,Datong,China,2.76
1885,Datong,China,3.01
1886,Datong,China,3.31
1887,Datong,China,3.20
1888,Datong,China,2.86
1889,Datong,China,2.92
1890,Datong,China,3.67
1891,Datong,China,3.72
1892,Datong,China,2.82
1893,Datong,China,3.07
1894,Datong,China,3.98
1895,Datong,China,2.77
1896,Datong,China,3.21
1897,Datong,China,3.08
1898,Datong,China,3.91
1899,Datong,China,4.04
1900,Datong,China,3.55
1901,Datong,China,3.57
1902,Datong,China,4.17
1903,Datong,China,3.61
1904,Datong,China,3.32
1905,Datong,China,3.05
1906,Datong,China,3.02
1907,Datong,China,3.44
1908,Datong,China,3.01
1909,Datong,China,2.95
1910,Datong,China,2.72
1911,Datong,China,2.96
1912,Datong,China,2.60
1913,Datong,China,3.31
1914,Datong,China,3.88
1915,Datong,China,2.78
1916,Datong,China,2.94
1917,Datong,China,2.97
1918,Datong,China,3.08
1919,Datong,China,3.52
1920,Datong,China,4.16
1921,Datong,China,3.81
1922,Datong,China,3.45
1923,Datong,China,3.24
1924,Datong,China,3.73
1925,Datong,China,3.45
1926,Datong,China,3.75
1927,Datong,China,3.57
1928,Datong,China,3.54
1929,Datong,China,3.66
1930,Datong,China,3.64
1931,Datong,China,3.07
1932,Datong,China,3.87
1933,Datong,China,3.20
1934,Datong,China,3.49
1935,Datong,China,4.13
1936,Datong,China,2.80
1937,Datong,China,3.81
1938,Datong,China,4.03
1939,Datong,China,4.03
1940,Datong,China,4.13
1941,Datong,China,4.34
1942,Datong,China,4.19
1943,Datong,China,4.34
1944,Datong,China,3.41
1945,Datong,China,4.15
1946,Datong,China,4.38
1947,Datong,China,2.62
1948,Datong,China,4.37
1949,Datong,China,4.24
1950,Datong,China,3.80
1951,Datong,China,3.54
1952,Datong,China,3.13
1953,Datong,China,3.60
1954,Datong,China,3.07
1955,Datong,China,4.09
1956,Datong,China,2.65
1957,Datong,China,2.80
1958,Datong,China,4.12
1959,Datong,China,3.78
1960,Datong,China,4.33
1961,Datong,China,4.65
1962,Datong,China,3.53
1963,Datong,China,4.15
1964,Datong,China,3.54
1965,Datong,China,4.42
1966,Datong,China,4.15
1967,Datong,China,3.12
1968,Datong,China,3.48
1969,Datong,China,3.05
1970,Datong,China,3.45
1971,Datong,China,3.47
1972,Datong,China,4.09
1973,Datong,China,4.36
1974,Datong,China,3.47
1975,Datong,China,4.76
1976,Datong,China,3.44
1977,Datong,China,3.98
1978,Datong,China,4.35
1979,Datong,China,4.06
1980,Datong,China,3.77
1981,Datong,China,3.56
1982,Datong,China,4.48
1983,Datong,China,4.46
1984,Datong,China,3.26
1985,Datong,China,3.41
1986,Datong,China,3.79
1987,Datong,China,4.97
1988,Datong,China,4.06
1989,Datong,China,5.05
1990,Datong,China,5.05
1991,Datong,China,4.36
1992,Datong,China,4.24
1993,Datong,China,3.98
1994,Datong,China,5.15
1995,Datong,China,4.42
1996,Datong,China,4.01
1997,Datong,China,5.19
1998,Datong,China,5.89
1999,Datong,China,5.76
2000,Datong,China,4.52
2001,Datong,China,5.20
2002,Datong,China,5.23
2003,Datong,China,4.37
2004,Datong,China,5.10
2005,Datong,China,4.48
2006,Datong,China,5.35
2007,Datong,China,5.80
2008,Datong,China,4.64
2009,Datong,China,5.10
2010,Datong,China,4.46
2011,Datong,China,4.51
2012,Datong,China,3.98
2013,Datong,China,6.53
1840,Foshan,China,20.98
1841,Foshan,China,21.02
1842,Foshan,China,21.16
1843,Foshan,China,21.25
1844,Foshan,China,20.86
1845,Foshan,China,20.84
1846,Foshan,China,21.46
1847,Foshan,China,21.07
1848,Foshan,China,20.75
1849,Foshan,China,21.03
1850,Foshan,China,21.21
1851,Foshan,China,21.33
1852,Foshan,China,21.28
1853,Foshan,China,21.78
1854,Foshan,China,21.64
1855,Foshan,China,21.09
1856,Foshan,China,20.60
1857,Foshan,China,21.12
1858,Foshan,China,21.05
1859,Foshan,China,21.28
1860,Foshan,China,21.28
1861,Foshan,China,21.02
1862,Foshan,China,20.40
1863,Foshan,China,20.88
1864,Foshan,China,20.74
1865,Foshan,China,21.65
1866,Foshan,China,21.27
1867,Foshan,China,21.57
1868,Foshan,China,21.79
1869,Foshan,China,21.53
1870,Foshan,China,21.73
1871,Foshan,China,21.52
1872,Foshan,China,21.68
1873,Foshan,China,21.28
1874,Foshan,China,21.56
1875,Foshan,China,21.47
1876,Foshan,China,20.97
1877,Foshan,China,21.49
1878,Foshan,China,21.58
1879,Foshan,China,21.66
1880,Foshan,China,20.87
1881,Foshan,China,21.25
1882,Foshan,China,21.11
1883,Foshan,China,20.77
1884,Foshan,China,20.41
1885,Foshan,China,20.67
1886,Foshan,China,20.71
1887,Foshan,China,21.05
1888,Foshan,China,21.54
1889,Foshan,China,21.39
1890,Foshan,China,21.53
1891,Foshan,China,21.46
1892,Foshan,China,20.92
1893,Foshan,China,20.70
1894,Foshan,China,21.28
1895,Foshan,China,21.20
1896,Foshan,China,21.34
1897,Foshan,China,21.36
1898,Foshan,China,21.52
1899,Foshan,China,21.25
1900,Foshan,China,21.22
1901,Foshan,China,21.34
1902,Foshan,China,22.07
1903,Foshan,China,21.13
1904,Foshan,China,21.27
1905,Foshan,China,21.09
1906,Foshan,China,21.41
1907,Foshan,China,21.41
1908,Foshan,China,21.28
1909,Foshan,China,21.62
1910,Foshan,China,21.30
1911,Foshan,China,21.41
1912,Foshan,China,21.32
1913,Foshan,China,21.20
1914,Foshan,China,22.09
1915,Foshan,China,21.93
1916,Foshan,China,21.23
1917,Foshan,China,20.87
1918,Foshan,China,21.18
1919,Foshan,China,21.69
1920,Foshan,China,21.48
1921,Foshan,China,21.60
1922,Foshan,China,21.73
1923,Foshan,China,21.98
1924,Foshan,China,21.74
1925,Foshan,China,21.26
1926,Foshan,China,21.46
1927,Foshan,China,21.47
1928,Foshan,China,21.93
1929,Foshan,China,21.83
1930,Foshan,China,21.54
1931,Foshan,China,21.54
1932,Foshan,China,21.42
1933,Foshan,China,21.65
1934,Foshan,China,21.17
1935,Foshan,China,21.75
1936,Foshan,China,21.22
1937,Foshan,China,22.02
1938,Foshan,China,22.08
1939,Foshan,China,21.77
1940,Foshan,China,22.12
1941,Foshan,China,22.14
1942,Foshan,China,22.24
1943,Foshan,China,22.20
1944,Foshan,China,21.84
1945,Foshan,China,21.74
1946,Foshan,China,22.81
1947,Foshan,China,21.68
1948,Foshan,China,22.20
1949,Foshan,China,22.27
1950,Foshan,China,22.13
1951,Foshan,China,21.72
1952,Foshan,China,22.26
1953,Foshan,China,22.09
1954,Foshan,China,21.86
1955,Foshan,China,21.86
1956,Foshan,China,21.70
1957,Foshan,China,21.60
1958,Foshan,China,21.97
1959,Foshan,China,22.04
1960,Foshan,China,22.09
1961,Foshan,China,21.98
1962,Foshan,China,21.72
1963,Foshan,China,22.17
1964,Foshan,China,21.93
1965,Foshan,China,22.04
1966,Foshan,China,22.46
1967,Foshan,China,21.53
1968,Foshan,China,21.92
1969,Foshan,China,21.43
1970,Foshan,China,21.52
1971,Foshan,China,21.66
1972,Foshan,China,21.80
1973,Foshan,China,22.23
1974,Foshan,China,21.72
1975,Foshan,China,21.84
1976,Foshan,China,21.33
1977,Foshan,China,22.18
1978,Foshan,China,21.92
1979,Foshan,China,21.98
1980,Foshan,China,22.14
1981,Foshan,China,22.06
1982,Foshan,China,21.92
1983,Foshan,China,21.70
1984,Foshan,China,21.18
1985,Foshan,China,21.56
1986,Foshan,China,22.02
1987,Foshan,China,22.57
1988,Foshan,China,21.62
1989,Foshan,China,22.10
1990,Foshan,China,22.42
1991,Foshan,China,22.21
1992,Foshan,China,21.49
1993,Foshan,China,21.57
1994,Foshan,China,22.02
1995,Foshan,China,21.47
1996,Foshan,China,21.54
1997,Foshan,China,21.86
1998,Foshan,China,22.64
1999,Foshan,China,22.33
2000,Foshan,China,22.09
2001,Foshan,China,22.12
2002,Foshan,China,22.40
2003,Foshan,China,22.47
2004,Foshan,China,22.18
2005,Foshan,China,22.06
2006,Foshan,China,22.49
2007,Foshan,China,22.54
2008,Foshan,China,21.78
2009,Foshan,China,22.42
2010,Foshan,China,22.00
2011,Foshan,China,21.68
2012,Foshan,China,21.95
2013,Foshan,China,22.93
1841,Fuzhou,China,17.69
1842,Fuzhou,China,18.07
1843,Fuzhou,China,18.17
1844,Fuzhou,China,17.85
1845,Fuzhou,China,17.93
1846,Fuzhou,China,18.46
1847,Fuzhou,China,18.25
1848,Fuzhou,China,17.67
1849,Fuzhou,China,18.04
1850,Fuzhou,China,18.26
1851,Fuzhou,China,18.18
1852,Fuzhou,China,18.25
1853,Fuzhou,China,18.63
1854,Fuzhou,China,18.61
1855,Fuzhou,China,18.25
1856,Fuzhou,China,17.90
1857,Fuzhou,China,18.37
1858,Fuzhou,China,18.03
1859,Fuzhou,China,18.25
1860,Fuzhou,China,18.00
1861,Fuzhou,China,17.99
1862,Fuzhou,China,17.18
1863,Fuzhou,China,17.76
1864,Fuzhou,China,17.58
1865,Fuzhou,China,18.50
1866,Fuzhou,China,18.20
1867,Fuzhou,China,18.56
1868,Fuzhou,China,18.57
1869,Fuzhou,China,18.63
1870,Fuzhou,China,18.69
1871,Fuzhou,China,18.78
1872,Fuzhou,China,18.72
1873,Fuzhou,China,18.29
1874,Fuzhou,China,18.39
1875,Fuzhou,China,18.15
1876,Fuzhou,China,18.01
1877,Fuzhou,China,18.27
1878,Fuzhou,China,18.31
1879,Fuzhou,China,18.62
1880,Fuzhou,China,17.87
1881,Fuzhou,China,18.20
1882,Fuzhou,China,18.03
1883,Fuzhou,China,17.93
1884,Fuzhou,China,17.52
1885,Fuzhou,China,17.61
1886,Fuzhou,China,17.54
1887,Fuzhou,China,18.17
1888,Fuzhou,China,18.55
1889,Fuzhou,China,18.19
1890,Fuzhou,China,18.63
1891,Fuzhou,China,18.29
1892,Fuzhou,China,18.11
1893,Fuzhou,China,17.78
1894,Fuzhou,China,18.47
1895,Fuzhou,China,17.97
1896,Fuzhou,China,18.37
1897,Fuzhou,China,18.41
1898,Fuzhou,China,18.56
1899,Fuzhou,China,18.11
1900,Fuzhou,China,18.34
1901,Fuzhou,China,17.98
1902,Fuzhou,China,18.73
1903,Fuzhou,China,18.02
1904,Fuzhou,China,18.04
1905,Fuzhou,China,18.10
1906,Fuzhou,China,18.44
1907,Fuzhou,China,18.22
1908,Fuzhou,China,18.36
1909,Fuzhou,China,18.58
1910,Fuzhou,China,18.12
1911,Fuzhou,China,18.21
1912,Fuzhou,China,18.13
1913,Fuzhou,China,18.11
1914,Fuzhou,China,18.74
1915,Fuzhou,China,18.82
1916,Fuzhou,China,18.51
1917,Fuzhou,China,17.77
1918,Fuzhou,China,18.06
1919,Fuzhou,China,18.46
1920,Fuzhou,China,18.34
1921,Fuzhou,China,18.47
1922,Fuzhou,China,18.78
1923,Fuzhou,China,18.60
1924,Fuzhou,China,18.42
1925,Fuzhou,China,18.20
1926,Fuzhou,China,18.62
1927,Fuzhou,China,18.26
1928,Fuzhou,China,18.71
1929,Fuzhou,China,18.67
1930,Fuzhou,China,18.72
1931,Fuzhou,China,18.57
1932,Fuzhou,China,18.36
1933,Fuzhou,China,18.34
1934,Fuzhou,China,18.29
1935,Fuzhou,China,18.72
1936,Fuzhou,China,18.16
1937,Fuzhou,China,18.95
1938,Fuzhou,China,19.12
1939,Fuzhou,China,18.42
1940,Fuzhou,China,18.44
1941,Fuzhou,China,19.13
1942,Fuzhou,China,18.83
1943,Fuzhou,China,18.82
1944,Fuzhou,China,18.91
1945,Fuzhou,China,18.39
1946,Fuzhou,China,19.59
1947,Fuzhou,China,18.54
1948,Fuzhou,China,19.18
1949,Fuzhou,China,19.05
1950,Fuzhou,China,18.68
1951,Fuzhou,China,18.93
1952,Fuzhou,China,19.02
1953,Fuzhou,China,19.13
1954,Fuzhou,China,18.84
1955,Fuzhou,China,18.56
1956,Fuzhou,China,18.60
1957,Fuzhou,China,18.52
1958,Fuzhou,China,18.77
1959,Fuzhou,China,19.13
1960,Fuzhou,China,19.18
1961,Fuzhou,China,19.24
1962,Fuzhou,China,18.47
1963,Fuzhou,China,19.10
1964,Fuzhou,China,19.06
1965,Fuzhou,China,18.71
1966,Fuzhou,China,19.27
1967,Fuzhou,China,18.73
1968,Fuzhou,China,18.67
1969,Fuzhou,China,18.52
1970,Fuzhou,China,18.56
1971,Fuzhou,China,18.70
1972,Fuzhou,China,18.71
1973,Fuzhou,China,18.80
1974,Fuzhou,China,18.63
1975,Fuzhou,China,18.89
1976,Fuzhou,China,18.32
1977,Fuzhou,China,19.08
1978,Fuzhou,China,18.92
1979,Fuzhou,China,19.13
1980,Fuzhou,China,18.78
1981,Fuzhou,China,18.63
1982,Fuzhou,China,18.73
1983,Fuzhou,China,19.08
1984,Fuzhou,China,18.29
1985,Fuzhou,China,18.78
1986,Fuzhou,China,18.71
1987,Fuzhou,China,19.07
1988,Fuzhou,China,18.76
1989,Fuzhou,China,18.99
1990,Fuzhou,China,19.33
1991,Fuzhou,China,19.15
1992,Fuzhou,China,18.51
1993,Fuzhou,China,18.84
1994,Fuzhou,China,19.51
1995,Fuzhou,China,18.77
1996,Fuzhou,China,18.96
1997,Fuzhou,China,19.31
1998,Fuzhou,China,20.03
1999,Fuzhou,China,19.39
2000,Fuzhou,China,19.33
2001,Fuzhou,China,19.47
2002,Fuzhou,China,19.85
2003,Fuzhou,China,19.77
2004,Fuzhou,China,19.52
2005,Fuzhou,China,19.17
2006,Fuzhou,China,19.76
2007,Fuzhou,China,19.84
2008,Fuzhou,China,19.34
2009,Fuzhou,China,19.53
2010,Fuzhou,China,19.12
2011,Fuzhou,China,18.91
2012,Fuzhou,China,19.01
2013,Fuzhou,China,19.36
1840,Guangzhou,China,20.98
1841,Guangzhou,China,21.02
1842,Guangzhou,China,21.16
1843,Guangzhou,China,21.25
1844,Guangzhou,China,20.86
1845,Guangzhou,China,20.84
1846,Guangzhou,China,21.46
1847,Guangzhou,China,21.07
1848,Guangzhou,China,20.75
1849,Guangzhou,China,21.03
1850,Guangzhou,China,21.21
1851,Guangzhou,China,21.33
1852,Guangzhou,China,21.28
1853,Guangzhou,China,21.78
1854,Guangzhou,China,21.64
1855,Guangzhou,China,21.09
1856,Guangzhou,China,20.60
1857,Guangzhou,China,21.12
1858,Guangzhou,China,21.05
1859,Guangzhou,China,21.28
1860,Guangzhou,China,21.28
1861,Guangzhou,China,21.02
1862,Guangzhou,China,20.40
1863,Guangzhou,China,20.88
1864,Guangzhou,China,20.74
1865,Guangzhou,China,21.65
1866,Guangzhou,China,21.27
1867,Guangzhou,China,21.57
1868,Guangzhou,China,21.79
1869,Guangzhou,China,21.53
1870,Guangzhou,China,21.73
1871,Guangzhou,China,21.52
1872,Guangzhou,China,21.68
1873,Guangzhou,China,21.28
1874,Guangzhou,China,21.56
1875,Guangzhou,China,21.47
1876,Guangzhou,China,20.97
1877,Guangzhou,China,21.49
1878,Guangzhou,China,21.58
1879,Guangzhou,China,21.66
1880,Guangzhou,China,20.87
1881,Guangzhou,China,21.25
1882,Guangzhou,China,21.11
1883,Guangzhou,China,20.77
1884,Guangzhou,China,20.41
1885,Guangzhou,China,20.67
1886,Guangzhou,China,20.71
1887,Guangzhou,China,21.05
1888,Guangzhou,China,21.54
1889,Guangzhou,China,21.39
1890,Guangzhou,China,21.53
1891,Guangzhou,China,21.46
1892,Guangzhou,China,20.92
1893,Guangzhou,China,20.70
1894,Guangzhou,China,21.28
1895,Guangzhou,China,21.20
1896,Guangzhou,China,21.34
1897,Guangzhou,China,21.36
1898,Guangzhou,China,21.52
1899,Guangzhou,China,21.25
1900,Guangzhou,China,21.22
1901,Guangzhou,China,21.34
1902,Guangzhou,China,22.07
1903,Guangzhou,China,21.13
1904,Guangzhou,China,21.27
1905,Guangzhou,China,21.09
1906,Guangzhou,China,21.41
1907,Guangzhou,China,21.41
1908,Guangzhou,China,21.28
1909,Guangzhou,China,21.62
1910,Guangzhou,China,21.30
1911,Guangzhou,China,21.41
1912,Guangzhou,China,21.32
1913,Guangzhou,China,21.20
1914,Guangzhou,China,22.09
1915,Guangzhou,China,21.93
1916,Guangzhou,China,21.23
1917,Guangzhou,China,20.87
1918,Guangzhou,China,21.18
1919,Guangzhou,China,21.69
1920,Guangzhou,China,21.48
1921,Guangzhou,China,21.60
1922,Guangzhou,China,21.73
1923,Guangzhou,China,21.98
1924,Guangzhou,China,21.74
1925,Guangzhou,China,21.26
1926,Guangzhou,China,21.46
1927,Guangzhou,China,21.47
1928,Guangzhou,China,21.93
1929,Guangzhou,China,21.83
1930,Guangzhou,China,21.54
1931,Guangzhou,China,21.54
1932,Guangzhou,China,21.42
1933,Guangzhou,China,21.65
1934,Guangzhou,China,21.17
1935,Guangzhou,China,21.75
1936,Guangzhou,China,21.22
1937,Guangzhou,China,22.02
1938,Guangzhou,China,22.08
1939,Guangzhou,China,21.77
1940,Guangzhou,China,22.12
1941,Guangzhou,China,22.14
1942,Guangzhou,China,22.24
1943,Guangzhou,China,22.20
1944,Guangzhou,China,21.84
1945,Guangzhou,China,21.74
1946,Guangzhou,China,22.81
1947,Guangzhou,China,21.68
1948,Guangzhou,China,22.20
1949,Guangzhou,China,22.27
1950,Guangzhou,China,22.13
1951,Guangzhou,China,21.72
1952,Guangzhou,China,22.26
1953,Guangzhou,China,22.09
1954,Guangzhou,China,21.86
1955,Guangzhou,China,21.86
1956,Guangzhou,China,21.70
1957,Guangzhou,China,21.60
1958,Guangzhou,China,21.97
1959,Guangzhou,China,22.04
1960,Guangzhou,China,22.09
1961,Guangzhou,China,21.98
1962,Guangzhou,China,21.72
1963,Guangzhou,China,22.17
1964,Guangzhou,China,21.93
1965,Guangzhou,China,22.04
1966,Guangzhou,China,22.46
1967,Guangzhou,China,21.53
1968,Guangzhou,China,21.92
1969,Guangzhou,China,21.43
1970,Guangzhou,China,21.52
1971,Guangzhou,China,21.66
1972,Guangzhou,China,21.80
1973,Guangzhou,China,22.23
1974,Guangzhou,China,21.72
1975,Guangzhou,China,21.84
1976,Guangzhou,China,21.33
1977,Guangzhou,China,22.18
1978,Guangzhou,China,21.92
1979,Guangzhou,China,21.98
1980,Guangzhou,China,22.14
1981,Guangzhou,China,22.06
1982,Guangzhou,China,21.92
1983,Guangzhou,China,21.70
1984,Guangzhou,China,21.18
1985,Guangzhou,China,21.56
1986,Guangzhou,China,22.02
1987,Guangzhou,China,22.57
1988,Guangzhou,China,21.62
1989,Guangzhou,China,22.10
1990,Guangzhou,China,22.42
1991,Guangzhou,China,22.21
1992,Guangzhou,China,21.49
1993,Guangzhou,China,21.57
1994,Guangzhou,China,22.02
1995,Guangzhou,China,21.47
1996,Guangzhou,China,21.54
1997,Guangzhou,China,21.86
1998,Guangzhou,China,22.64
1999,Guangzhou,China,22.33
2000,Guangzhou,China,22.09
2001,Guangzhou,China,22.12
2002,Guangzhou,China,22.40
2003,Guangzhou,China,22.47
2004,Guangzhou,China,22.18
2005,Guangzhou,China,22.06
2006,Guangzhou,China,22.49
2007,Guangzhou,China,22.54
2008,Guangzhou,China,21.78
2009,Guangzhou,China,22.42
2010,Guangzhou,China,22.00
2011,Guangzhou,China,21.68
2012,Guangzhou,China,21.95
2013,Guangzhou,China,22.93
1840,Guiyang,China,14.44
1841,Guiyang,China,14.49
1842,Guiyang,China,14.60
1843,Guiyang,China,14.70
1844,Guiyang,China,14.33
1845,Guiyang,China,14.28
1846,Guiyang,China,14.87
1847,Guiyang,China,14.51
1848,Guiyang,China,14.20
1849,Guiyang,China,14.43
1850,Guiyang,China,14.62
1851,Guiyang,China,14.75
1852,Guiyang,China,14.64
1853,Guiyang,China,15.04
1854,Guiyang,China,14.93
1855,Guiyang,China,14.60
1856,Guiyang,China,14.22
1857,Guiyang,China,14.49
1858,Guiyang,China,14.57
1859,Guiyang,China,14.80
1860,Guiyang,China,14.54
1861,Guiyang,China,14.42
1862,Guiyang,China,13.88
1863,Guiyang,China,14.40
1864,Guiyang,China,14.20
1865,Guiyang,China,14.91
1866,Guiyang,China,14.77
1867,Guiyang,China,14.97
1868,Guiyang,China,15.00
1869,Guiyang,China,14.86
1870,Guiyang,China,14.94
1871,Guiyang,China,14.92
1872,Guiyang,China,15.07
1873,Guiyang,China,14.93
1874,Guiyang,China,14.85
1875,Guiyang,China,14.73
1876,Guiyang,China,14.60
1877,Guiyang,China,14.74
1878,Guiyang,China,15.00
1879,Guiyang,China,15.13
1880,Guiyang,China,14.44
1881,Guiyang,China,14.81
1882,Guiyang,China,14.71
1883,Guiyang,China,14.29
1884,Guiyang,China,14.07
1885,Guiyang,China,14.23
1886,Guiyang,China,14.39
1887,Guiyang,China,14.59
1888,Guiyang,China,14.87
1889,Guiyang,China,14.91
1890,Guiyang,China,14.94
1891,Guiyang,China,14.98
1892,Guiyang,China,14.58
1893,Guiyang,China,14.34
1894,Guiyang,China,14.82
1895,Guiyang,China,14.76
1896,Guiyang,China,14.83
1897,Guiyang,China,14.83
1898,Guiyang,China,15.00
1899,Guiyang,China,14.65
1900,Guiyang,China,14.70
1901,Guiyang,China,14.84
1902,Guiyang,China,15.50
1903,Guiyang,China,14.68
1904,Guiyang,China,14.88
1905,Guiyang,China,14.28
1906,Guiyang,China,14.82
1907,Guiyang,China,14.81
1908,Guiyang,China,14.63
1909,Guiyang,China,14.92
1910,Guiyang,China,14.60
1911,Guiyang,China,14.71
1912,Guiyang,China,14.67
1913,Guiyang,China,14.59
1914,Guiyang,China,15.45
1915,Guiyang,China,15.19
1916,Guiyang,China,14.59
1917,Guiyang,China,14.49
1918,Guiyang,China,14.54
1919,Guiyang,China,15.29
1920,Guiyang,China,15.13
1921,Guiyang,China,15.15
1922,Guiyang,China,15.41
1923,Guiyang,China,15.65
1924,Guiyang,China,15.45
1925,Guiyang,China,14.94
1926,Guiyang,China,15.24
1927,Guiyang,China,15.18
1928,Guiyang,China,15.38
1929,Guiyang,China,14.96
1930,Guiyang,China,15.08
1931,Guiyang,China,15.37
1932,Guiyang,China,14.97
1933,Guiyang,China,15.40
1934,Guiyang,China,15.09
1935,Guiyang,China,15.22
1936,Guiyang,China,14.67
1937,Guiyang,China,15.45
1938,Guiyang,China,15.69
1939,Guiyang,China,15.35
1940,Guiyang,China,15.68
1941,Guiyang,China,15.96
1942,Guiyang,China,16.02
1943,Guiyang,China,15.61
1944,Guiyang,China,14.80
1945,Guiyang,China,15.50
1946,Guiyang,China,16.45
1947,Guiyang,China,15.55
1948,Guiyang,China,15.72
1949,Guiyang,China,15.63
1950,Guiyang,China,15.17
1951,Guiyang,China,15.50
1952,Guiyang,China,15.75
1953,Guiyang,China,15.46
1954,Guiyang,China,15.00
1955,Guiyang,China,15.15
1956,Guiyang,China,14.86
1957,Guiyang,China,15.01
1958,Guiyang,China,15.40
1959,Guiyang,China,15.26
1960,Guiyang,China,15.46
1961,Guiyang,China,15.50
1962,Guiyang,China,15.25
1963,Guiyang,China,15.95
1964,Guiyang,China,15.07
1965,Guiyang,China,15.30
1966,Guiyang,China,15.75
1967,Guiyang,China,14.98
1968,Guiyang,China,14.98
1969,Guiyang,China,15.39
1970,Guiyang,China,14.87
1971,Guiyang,China,15.11
1972,Guiyang,China,15.33
1973,Guiyang,China,15.80
1974,Guiyang,China,14.97
1975,Guiyang,China,15.31
1976,Guiyang,China,14.68
1977,Guiyang,China,15.09
1978,Guiyang,China,15.49
1979,Guiyang,China,15.65
1980,Guiyang,China,15.22
1981,Guiyang,China,15.44
1982,Guiyang,China,15.17
1983,Guiyang,China,15.36
1984,Guiyang,China,14.50
1985,Guiyang,China,15.08
1986,Guiyang,China,15.15
1987,Guiyang,China,15.91
1988,Guiyang,China,15.23
1989,Guiyang,China,15.24
1990,Guiyang,China,16.03
1991,Guiyang,China,15.01
1992,Guiyang,China,14.97
1993,Guiyang,China,14.88
1994,Guiyang,China,15.29
1995,Guiyang,China,14.96
1996,Guiyang,China,14.72
1997,Guiyang,China,15.05
1998,Guiyang,China,15.97
1999,Guiyang,China,15.66
2000,Guiyang,China,14.96
2001,Guiyang,China,15.51
2002,Guiyang,China,15.74
2003,Guiyang,China,15.84
2004,Guiyang,China,15.43
2005,Guiyang,China,15.38
2006,Guiyang,China,15.93
2007,Guiyang,China,15.88
2008,Guiyang,China,15.25
2009,Guiyang,China,15.96
2010,Guiyang,China,15.61
2011,Guiyang,China,15.15
2012,Guiyang,China,14.91
2013,Guiyang,China,17.31
1840,Handan,China,12.88
1841,Handan,China,12.05
1842,Handan,China,12.96
1843,Handan,China,13.06
1844,Handan,China,13.07
1845,Handan,China,13.00
1846,Handan,China,13.51
1847,Handan,China,13.41
1848,Handan,China,12.93
1849,Handan,China,13.04
1850,Handan,China,12.60
1851,Handan,China,12.40
1852,Handan,China,12.54
1853,Handan,China,12.90
1854,Handan,China,13.29
1855,Handan,China,13.32
1856,Handan,China,12.99
1857,Handan,China,13.03
1858,Handan,China,13.16
1859,Handan,China,13.36
1860,Handan,China,12.28
1861,Handan,China,12.58
1862,Handan,China,12.15
1863,Handan,China,13.19
1864,Handan,China,12.51
1865,Handan,China,13.04
1866,Handan,China,13.16
1867,Handan,China,13.60
1868,Handan,China,13.32
1869,Handan,China,13.72
1870,Handan,China,13.19
1871,Handan,China,13.38
1872,Handan,China,13.28
1873,Handan,China,13.40
1874,Handan,China,13.35
1875,Handan,China,13.26
1876,Handan,China,13.61
1877,Handan,China,12.87
1878,Handan,China,13.01
1879,Handan,China,13.34
1880,Handan,China,12.75
1881,Handan,China,13.10
1882,Handan,China,13.30
1883,Handan,China,12.88
1884,Handan,China,12.42
1885,Handan,China,12.54
1886,Handan,China,12.80
1887,Handan,China,12.91
1888,Handan,China,12.92
1889,Handan,China,12.75
1890,Handan,China,13.56
1891,Handan,China,13.51
1892,Handan,China,12.90
1893,Handan,China,12.66
1894,Handan,China,13.67
1895,Handan,China,12.59
1896,Handan,China,13.06
1897,Handan,China,13.03
1898,Handan,China,13.93
1899,Handan,China,13.81
1900,Handan,China,13.35
1901,Handan,China,13.15
1902,Handan,China,14.04
1903,Handan,China,13.42
1904,Handan,China,13.27
1905,Handan,China,12.76
1906,Handan,China,12.85
1907,Handan,China,13.26
1908,Handan,China,13.02
1909,Handan,China,13.08
1910,Handan,China,12.61
1911,Handan,China,12.62
1912,Handan,China,12.81
1913,Handan,China,13.00
1914,Handan,China,13.81
1915,Handan,China,13.00
1916,Handan,China,12.86
1917,Handan,China,12.67
1918,Handan,China,12.77
1919,Handan,China,13.68
1920,Handan,China,13.83
1921,Handan,China,13.07
1922,Handan,China,13.61
1923,Handan,China,13.22
1924,Handan,China,13.50
1925,Handan,China,13.34
1926,Handan,China,13.56
1927,Handan,China,13.79
1928,Handan,China,13.85
1929,Handan,China,13.52
1930,Handan,China,13.46
1931,Handan,China,13.24
1932,Handan,China,13.77
1933,Handan,China,13.25
1934,Handan,China,13.06
1935,Handan,China,13.88
1936,Handan,China,12.76
1937,Handan,China,13.27
1938,Handan,China,13.89
1939,Handan,China,14.04
1940,Handan,China,13.99
1941,Handan,China,14.25
1942,Handan,China,14.09
1943,Handan,China,13.82
1944,Handan,China,13.47
1945,Handan,China,13.86
1946,Handan,China,14.20
1947,Handan,China,13.06
1948,Handan,China,14.19
1949,Handan,China,14.06
1950,Handan,China,13.64
1951,Handan,China,13.53
1952,Handan,China,13.37
1953,Handan,China,14.00
